trackName,artistName,album,duration
I'm Ready,AJR,I'm Ready - EP,227.311
Believe Me,Lil Wayne,Believe Me,337.64
Bad Intentions,Niykee Heaton,Bad Intentions,198.167
Blah Blah Blah (feat. 3OH!3),Kesha,Animal,172.053
Super Bass,Nicki Minaj,Pink Friday,200.013
Work Out,J. Cole,Cole World: The Sideline Story,234.773
The Show Goes On,Lupe Fiasco,Lasers,239.613
Beverly Hills,Weezer,Make Believe,196.093
Insane in the Brain,Cypress Hill,Greatest Hits From The Bong,206.893
Looks Like Sex,Mike Posner,Looks Like Sex,204.786
Girls Chase Boys,Ingrid Michaelson,Girls Chase Boys,221.413
Promises,Wiz Khalifa,Blacc Hollywood,210.466
Jump Around,House Of Pain,House Of Pain,214.946
Fight The Power,Public Enemy,Fear Of A Black Planet,282.64
Blue (Da Ba Dee),Eiffel 65,Europop,283.747
Rude,MAGIC!,Don't Kill the Magic,224.84
Old English,Young Thug,Old English,201.96
First Flight Home,Jake Miller,First Flight Home,191.52
Break Your Heart Right Back,Ariana Grande,My Everything (Deluxe),253.386
Bang Bang,Jessie J,My Everything (Deluxe),199.32
Stay With Me,Sam Smith,Stay With Me,172.723
Red Nose,Sage The Gemini,Gas Pedal,193.573
Starships,Nicki Minaj,Pink Friday ... Roman Reloaded (Deluxe),210.626
Guap,Big Sean,Guap,271.76
Wop (Official Version),J. Dash,Wop (Official Version),230.626
Say Aah (feat. Fabolous),Trey Songz,Ready,207.546
"Beamer, Benz, Or Bentley",Lloyd Banks,H.F.M. 2 (Hunger For More 2),208.386
It Was Always You,Maroon 5,It Was Always You,238.333
Don't Tell 'Em,Jeremih,Don't Tell 'Em,268.453
Ass Drop,Wiz Khalifa,Blacc Hollywood,166.706
Stayin out All Night,Wiz Khalifa,Blacc Hollywood,257.773
All Alone,fun.,Some Nights (Deluxe),183.773
The Breakup Song,Wale,More About Nothing,187.346
Raise Your Glass,P!nk,Raise Your Glass,203.333
Amnesia,5 Seconds of Summer,5 Seconds Of Summer,237.247
Stay High - Habits Remix,Tove Lo,Truth Serum,258.386
Me Love,Sean Kingston,Sean Kingston,204.293
Cadillac on 22's,David Banner,Mississippi-The Album,263.386
Bad Ass (feat. Meek Mill & Wale),Kid Ink,Bad Ass (feat. Meek Mill & Wale),297.973
Paper Route,B.o.B,Underground Luxury,212.173
Get Like Me,David Banner,The Greatest Story Ever Told,224.546
Chandelier,Sia,1000 Forms Of Fear,216.12
Title,Meghan Trainor,Title,174.733
Some Nights,fun.,Some Nights,277.04
Little Talks,Of Monsters and Men,Into The Woods,267.693
Badd,Ying Yang Twins,U.S.A. (United State of Atlanta),225.186
Shoulder Lean,Young Dro,Day One,259.413
Cool Kids,Echosmith,Talking Dreams (Deluxe Edition),237.626
Tell Her You Love Her,Echosmith,Talking Dreams (Deluxe Edition),246.653
In Your Arms,Nico & Vinz,In Your Arms,205.8
Riptide,Vance Joy,Dream Your Life Away,204.28
Prayer in C - Robin Schulz Radio Edit,Lilly Wood and The Prick,Prayer,189.399
Fools Gold,Fitz and The Tantrums,More Than Just a Dream,214.573
Movie,Hoodie Allen,Movie,239.105
Blame (feat. John Newman),Calvin Harris,Blame (feat. John Newman),214.426
Break the Rules,Charli XCX,Break the Rules,203.907
Feelings (feat. French Montana),Chinx,Feelings (feat. French Montana),232.162
"Bitch, Don’t Kill My Vibe",Kendrick Lamar,"good kid, m.A.A.d city",310.72
Sober,Childish Gambino,Kauai,252.013
Pop Thieves (Make It Feel Good),Childish Gambino,Kauai,309.48
Retro [ROUGH],Childish Gambino,Kauai,202.666
Waves - Robin Schulz Radio Edit,Mr. Probz,Waves (Robin Schulz Radio Edit),208.133
My President,Jeezy,The Recession,329.813
Fight Night,Migos,No Label II,216.247
My Songs Know What You Did In The Dark (Light Em Up),Fall Out Boy,Save Rock And Roll,186.826
Numbers,Hoodie Allen,Numbers,209.528
Dumb for You,Hoodie Allen,Dumb for You,191.697
Touchin on My,3OH!3,Streets Of Gold,183.106
No New Friends - SFTB Remix,DJ Khaled,No New Friends (SFTB Remix),307.466
Android Porn,Kraddy,International Battle Of The Year 2011 - The Soundtrack,232.4
Versace,Migos,Young Rich N*ggas,195.474
Come Get It Bae,Pharrell Williams,G I R L,201.933
A Bay Bay,Hurricane Chris,A Bay Bay,257.12
"Say It, Just Say It",The Mowgli's,Waiting For The Dawn,200.08
Guts Over Fear,Eminem,Guts Over Fear,300.386
Cut Her Off,K CAMP,In Due Time,243.333
Cyclone (feat. T-Pain),Baby Bash,Cyclone (feat. T-Pain),222.026
You and Your Friends (feat. Snoop Dogg & Ty Dolla $ign),Wiz Khalifa,You and Your Friends (feat. Snoop Dogg & Ty Dolla $ign),186.373
"Lean Wit It, Rock Wit It - feat. Peanut & Charlay",Dem Franchize Boyz,"Lean Wit It, Rock Wit It",230.96
Habits (Stay High),Tove Lo,Queen Of The Clouds,209.16
Stolen Dance,Milky Chance,Sadnecessary,313.684
FDB,Young Dro,FDB,220.32
Maybe,Teyana Taylor,Maybe,246.96
Buy The World,Mike WiLL Made-It,Buy The World,226.693
Lifestyle,Rich Gang,Lifestyle,269.693
Studio,ScHoolboy Q,Oxymoron (Deluxe),278.066
All Gold Everything,Trinidad James,All Gold Everything,187.846
I'm Awesome,Spose,I'm Awesome,249.16
Shark In The Water,V V Brown,Travelling Like The Light,184.293
I Need A Doctor,Dr. Dre,I Need A Doctor,283.733
Gee Willikers,Spose,The Audacity!,275.619
Boxman's Girlfriend,Smosh,If Music Were Real,206.583
Hey Ya!,Outkast,Speakerboxxx/The Love Below,235.213
The Days,Avicii,The Days,278.48
I'm Not The Only One,Sam Smith,I'm Not The Only One,222.329
Animals,Maroon 5,V (Deluxe),231.013
"Touchin, Lovin (feat. Nicki Minaj)",Trey Songz,Trigga (Deluxe),221.986
Lips Are Movin,Meghan Trainor,Lips Are Movin,182.666
In Da Club,50 Cent,Get Rich Or Die Tryin',193.466
Hands On The Wheel,ScHoolboy Q,Hands On The Wheel,197.8
There It Go (The Whistle Song),Juelz Santana,What The Game's Been Missing!,180.493
Lollipop,Lil Wayne,Tha Carter III,299.333
What's My Name?,Rihanna,Loud,263.173
King Wizard,Kid Cudi,King Wizard (Explicit Version),258.133
I Just Had Sex,The Lonely Island,Turtleneck & Chain,166.56
Give It 2 U,Robin Thicke,Blurred Lines (Deluxe),229.666
Good Girls (Don't Grow On Trees),Cris Cab,Good Girls (Don't Grow On Trees),223.76
Sunlight,Modestep,Evolution Theory,226.613
U Guessed It,OG Maco,U Guessed It - Single,146.064
Beg For It,Iggy Azalea,Beg For It,178.107
Steal My Girl,One Direction,Steal My Girl,227.12
Outside (feat. Ellie Goulding),Calvin Harris,Outside (feat. Ellie Goulding),227.266
Sweet Serenade,Pusha T,My Name Is My Name,219.293
Too Close,Alex Clare,The Lateness Of The Hour,256.56
Heroes (we could be),Alesso,Heroes (we could be),209.866
Tuesday (feat. Drake),ILOVEMAKONNEN,Tuesday (feat. Drake),321.987
We Dem Boyz,Wiz Khalifa,We Dem Boyz,224.933
L.A.LOVE (la la),Fergie,L.A.LOVE (la la),192.653
Backpack,Justin Bieber,Backpack,251.48
Weekend,Priory,Weekend,241.574
Let It Go (feat. Akon),Wiz Khalifa,O.N.I.F.C. (Deluxe),258.946
#icanteven,The Neighbourhood,#icanteven,234.253
All About It (feat. Ed Sheeran),Hoodie Allen,People Keep Talking,205.733
GDFR (feat. Sage the Gemini & Lookas),Flo Rida,GDFR (feat. Sage The Gemini & Lookas),190.185
Detroit Vs. Everybody,Eminem,SHADYXV,357.386
I Don't Get Tired (#IDGT) [feat. August Alsina],Kevin Gates,I Don't Get Tired (#IDGT) [feat. August Alsina],209.707
My Band,D12,D-12 World,298.773
Body Language,Kid Ink,Body Language,206.977
Bend Ova (feat. Tyga),Lil Jon,Bend Ova (feat. Tyga),226.106
Sloppy Seconds,Watsky,Cardboard Castles,245.933
Steal My Sunshine - Single Version,LEN,Steal My Sunshine EP,211.466
Black Widow,Iggy Azalea,The New Classic,209.423
Wet Dreamz,J. Cole,2014 Forest Hills Drive,239.32
G.O.M.D.,J. Cole,2014 Forest Hills Drive,301.133
No Role Modelz,J. Cole,2014 Forest Hills Drive,292.986
KK (feat. Project Pat & Juicy J),Wiz Khalifa,KK (feat. Project Pat & Juicy J),249.177
I'm A Believer - Radio Edit,Smash Mouth,All Star Smash Hits,183.28
U Remind Me,Usher,8701,266.893
Where Is The Love?,Black Eyed Peas,Elephunk,272.533
P.I.M.P.,50 Cent,Get Rich Or Die Tryin',249.466
I Don't Fuck With You,Big Sean,I Don't Fuck With You,284.56
I'm Bored,Cam Meekins,1993,190.406
Stan,Eminem,The Marshall Mathers LP,404.106
Crave You - Adventure Club Remix,Flight Facilities,Crave You,236.93
You and Your Friends (feat. Snoop Dogg & Ty Dolla $ign),Wiz Khalifa,Blacc Hollywood (Deluxe),186.373
True Colors (feat. Nicki Minaj),Wiz Khalifa,Blacc Hollywood,255.146
Sugar,Maroon 5,V (Deluxe),235.493
Talking Body,Tove Lo,Queen Of The Clouds,238.426
Take Me To Church,Hozier,Hozier (Deluxe),241.688
Planes,Jeremih,Planes,240.026
Schemin Up (feat. Drake and P. Reign),OB OBrien,Schemin Up (feat. Drake and P. Reign),330.769
Driving Ms Daisy,Logic,Driving Ms Daisy,240.613
Like This,Skizzy Mars,Like This,196.8
Do You There (feat. Marc E. Bassy),Skizzy Mars,Do You There (feat. Marc E. Bassy),287.666
Be Lazy,Skizzy Mars,Be Lazy,201.293
All Say,Skizzy Mars,All Say,279.196
Make Sense,Skizzy Mars,Make Sense,203.835
3am,Meghan Trainor,Title (Deluxe),185.2
Show Me What You're Made Of,Hoodie Allen,People Keep Talking,253.066
Push It,Salt-N-Pepa,Girls' Night Out,268.72
No Type,Rae Sremmurd,No Type,199.026
Thinking out Loud,Ed Sheeran,x (Deluxe Edition),281.56
Time of Our Lives,Pitbull,Globalization,229.36
Love Me Harder,Ariana Grande,My Everything (Deluxe),236.133
Sledgehammer,Fifth Harmony,Reflection (Deluxe),230.906
Energy,Drake,If You're Reading This It's Too Late,181.933
10 Bands,Drake,If You're Reading This It's Too Late,177.733
No Tellin',Drake,If You're Reading This It's Too Late,310.933
6 God,Drake,If You're Reading This It's Too Late,180.666
What It Feels Like,Kid Ink,Full Speed,133.706
Hotel (feat. Chris Brown),Kid Ink,Full Speed,218.88
Be Real,Kid Ink,Be Real,206.76
"Love Me Like You Do - From ""Fifty Shades Of Grey""",Ellie Goulding,Fifty Shades Of Grey (Original Motion Picture Soundtrack),250.266
Burning Bridges,Ludacris,Burning Bridges,245.133
Hell Of A Night,ScHoolboy Q,Oxymoron (Deluxe),272.453
One Man Can Change The World,Big Sean,One Man Can Change The World,254.64
Can't Trust Thots,Wash,Can't Trust Thots,214.173
Trampoline,Kalin and Myles,Dedication,208.293
This Isn't Love,The Royal,This Isn't Love,218.877
The Body (feat. Jeremih),Wale,The Body (feat. Jeremih),232.661
"Earned It (Fifty Shades Of Grey) - From The ""Fifty Shades Of Grey"" Soundtrack",The Weeknd,"Earned It (Fifty Shades Of Grey) [From The ""Fifty Shades Of Grey"" Soundtrack]",252.226
FourFiveSeconds,Rihanna,FourFiveSeconds,188.238
I Don't Mind (feat. Juicy J),Usher,I Don't Mind (feat. Juicy J),251.989
"III. Telegraph Ave. (""Oakland"" by Lloyd)",Childish Gambino,Because The Internet,210.68
I.Crawl,Childish Gambino,Because The Internet,209.48
SMUCKERS (feat. Lil Wayne & Kanye West),"Tyler, The Creator",Cherry Bomb,334.363
DEATHCAMP (feat. Cole Alexander),"Tyler, The Creator",Cherry Bomb,189.702
Night Changes,One Direction,FOUR (Deluxe),226.6
Trap Queen,Fetty Wap,Trap Queen,222.093
Worth It (feat. Kid Ink),Fifth Harmony,Reflection (Deluxe),224.573
Carry Your Throne,Jon Bellion,The Definition,203.63
Nasty Freestyle,T-Wayne,Nasty Freestyle,142.212
See You Again (feat. Charlie Puth),Wiz Khalifa,See You Again (feat. Charlie Puth),229.525
Post to Be (feat. Chris Brown & Jhene Aiko),Omarion,Sex Playlist,226.58
Baby Blue (feat. Chance the Rapper),Action Bronson,Baby Blue (feat. Chance The Rapper),280.16
Slow Motion,Trey Songz,Slow Motion,197.854
Somebody,Natalie La Rose,Somebody,189.906
Want to Want Me,Jason Derulo,Want to Want Me,207.719
Where Are Ü Now (with Justin Bieber),Jack Ü,Skrillex and Diplo present Jack Ü,250.285
You Know You Like It,DJ Snake,You Know You Like It,247.266
Cheerleader - Felix Jaehn Remix Radio Edit,OMI,Cheerleader (Felix Jaehn Remix Radio Edit),181.826
Watch Me (Whip / Nae Nae),Silentó,Watch Me (Whip / Nae Nae),185.142
0 To 100 / The Catch Up,Drake,0 To 100 / The Catch Up,275.226
Stitches,Shawn Mendes,Handwritten,206.88
679 (feat. Remy Boyz),Fetty Wap,679 (feat. Remy Boyz),196.693
My Way (feat. Monty),Fetty Wap,My Way (feat. Monty),213.053
The Hills,The Weeknd,The Hills,242.519
All Eyes On You (feat. Chris Brown & Nicki Minaj),Meek Mill,All Eyes On You (feat. Chris Brown & Nicki Minaj),223.973
Nothing but Trouble - Instagram Models,Lil Wayne,Nothing but Trouble (Instagram Models),217.984
Dear Future Husband,Meghan Trainor,Title (Deluxe),184.226
Act My Age,Hoodie Allen,People Keep Talking,192.139
Small Town,Hoodie Allen,All American,214.363
Monsters,Timeflies,After Hours (Deluxe),225.293
RGF Island,Fetty Wap,Fetty Wap (Deluxe),173.893
Classic Man (feat. Roman GianArthur),Jidenna,Classic Man (feat. Roman GianArthur),226
My House,Flo Rida,My House,192.19
Ray Bands,B.o.B,Strange Clouds,228.28
What Do You Mean?,Justin Bieber,What Do You Mean?,207.546
How We Do Things (feat. Monty),Fetty Wap,Fetty Wap (Deluxe),211.186
Again,Fetty Wap,Fetty Wap (Deluxe),312.24
D.A.M.,Fetty Wap,Fetty Wap (Deluxe),225.866
Rewind (feat. Monty),Fetty Wap,Fetty Wap (Deluxe),336.64
Hotline Bling,Drake,Hotline Bling,267.023
Ex's & Oh's,Elle King,Love Stuff,202.173
Bottom of the Bottle (feat. August Alsina & Lil Wayne),Curren$y,Bottom of the Bottle (feat. August Alsina & Lil Wayne),239.453
Here,Alessia Cara,Four Pink Walls,199.453
Sorry,Justin Bieber,Purpose (Deluxe),200.786
Saved (feat. E-40),Ty Dolla $ign,Saved (feat. E-40),178.472
Jordan Belfort,Wes Walker,Jordan Belfort,207.911
Holy Grail,JAY-Z,Magna Carta... Holy Grail,338.413
About You,Trey Songz,About You,196.899
Antidote,Travis Scott,Rodeo (Expanded Edition),262.693
Lean On (feat. MØ & DJ Snake),Major Lazer,Lean On (feat. MØ & DJ Snake),176.561
Come Get Her,Rae Sremmurd,SremmLife,212.946
Hide Away,Daya,Daya,192.381
I Know What You Did Last Summer,Shawn Mendes,I Know What You Did Last Summer,223.853
White Iverson,Post Malone,White Iverson,255.173
Really Really,Kevin Gates,Really Really,232.09
Love Yourself,Justin Bieber,Purpose (Deluxe),233.72
Stressed Out,Twenty One Pilots,Blurryface,202.333
Big Rings,Drake,What A Time To Be Alive,217.706
We No Speak Americano (Original Mix),Yolanda Be Cool & DCUP,We No Speak Americano,269.8
Jimmy Choo,Fetty Wap,Jimmy Choo,176.855
"Me, Myself & I",G-Eazy,When It's Dark Out,251.466
Don't,Bryson Tiller,T R A P S O U L,198.293
Roses,The Chainsmokers,Roses,226.738
One Call Away,Charlie Puth,Nine Track Mind,194.453
Promise (feat. Fetty Wap),Kid Ink,Summer In The Winter,224.24
Cake By The Ocean,DNCE,SWAAY,218.44
Rewind (feat. Akon) (feat. Akon),Kid Ink,Summer In The Winter,240.013
Summer In The Winter (feat. Omarion),Kid Ink,Summer In The Winter,187.453
7 Years,Lukas Graham,7 Years,237.3
Fast Car,Jonas Blue,Fast Car,212.424
Don't Let Me Down,The Chainsmokers,Don't Let Me Down,208.373
Work from Home,Fifth Harmony,Work from Home,216.575
The Fix (feat. Jeremih),Nelly,The Fix (feat. Jeremih),173.045
PILLOWTALK,ZAYN,Mind Of Mine (Deluxe Edition),202.746
Never Forget You,Zara Larsson,Never Forget You,213.427
Summer Sixteen,Drake,Summer Sixteen,202.424
Often,The Weeknd,Beauty Behind The Madness,249.04
Wild Things,Alessia Cara,Know-It-All (Deluxe),188.493
I Took A Pill In Ibiza - Seeb Remix,Mike Posner,The Truth (Remixes),198.76
NO,Meghan Trainor,NO,213.523
Crash (feat. Pell),Skizzy Mars,Alone Together,272.865
Alcoholics,Skizzy Mars,Alone Together,223.973
Wake Up,Fetty Wap,Wake Up,224
Valet (feat. Fetty Wap and 2 Chainz),Eric Bellinger,Valet (feat. Fetty Wap and 2 Chainz),204.324
Lemme Freak,Lil Dicky,Professional Rapper,285.894
Bruh...,Lil Dicky,Professional Rapper,262.984
Don't Mind,Kent Jones,Don't Mind,198.236
YOUTH,Troye Sivan,Blue Neighbourhood (Deluxe),185.194
He Is The Same,Jon Bellion,The Human Condition,241.202
80's Films,Jon Bellion,The Human Condition,216.036
All Time Low,Jon Bellion,The Human Condition,217.603
Overwhelming,Jon Bellion,The Human Condition,172.751
The Good In Me,Jon Bellion,The Human Condition,223.007
Morning In America,Jon Bellion,The Human Condition,265.95
Guillotine,Jon Bellion,The Human Condition,208.124
Munny Right,Jon Bellion,The Definition,253.779
No Broken Hearts (feat. Nicki Minaj),Bebe Rexha,No Broken Hearts (feat. Nicki Minaj),239.991
Bounce It (feat. Wale & Trey Songz),Juicy J,Stay Trippy,260.56
With Them,Young Thug,Slime Season 3,197.746
Stuck On a Feeling,Prince Royce,Stuck On a Feeling,210.343
Beauty And A Beat,Justin Bieber,Believe (Deluxe Edition),227.986
Closer,The Chainsmokers,Closer,244.96
Immortal,J. Cole,4 Your Eyez Only,201.666
Ville Mentality,J. Cole,4 Your Eyez Only,194.346
Change,J. Cole,4 Your Eyez Only,331.48
She's Mine Pt. 2,J. Cole,4 Your Eyez Only,278.92
Shape of You,Ed Sheeran,Shape of You,233.712
Thunder in the Rain,Kane Brown,Kane Brown,164.92
One Night,Lil Yachty,Lil Boat,243.269
Father Stretch My Hands Pt. 1,Kanye West,The Life Of Pablo,135.92
MY PYT,Wale,MY PYT,235.652
"Two Birds, One Stone",Drake,"Two Birds, One Stone",238.96
Like A Star (feat. Nicki Minaj),Fetty Wap,Like A Star (feat. Nicki Minaj),191.143
Different Now,Fetty Wap,Different Now,202.815
Bad and Boujee (feat. Lil Uzi Vert),Migos,Bad and Boujee (feat. Lil Uzi Vert),334.466
Bad Things - With Camila Cabello,Machine Gun Kelly,Bad Things,239.28
Fake Love,Drake,Fake Love,207.813
In My Room (feat. Ty Dolla $ign & Tyga),Yellow Claw,Blood For Mercy,168.641
Congratulations,Post Malone,Stoney (Deluxe),220.293
No Problem (feat. Lil Wayne & 2 Chainz),Chance the Rapper,Coloring Book,304.606
Professional Rapper (feat. Snoop Dogg),Lil Dicky,Professional Rapper,353.959
Starboy,The Weeknd,Starboy,230.453
Swang,Rae Sremmurd,SremmLife 2 (Deluxe),208.12
Party Monster,The Weeknd,Starboy,249.213
Chill Bill (feat. J. Davi$ & Spooks),Rob $tone,Chill Bill (feat. J. Davi$ & Spooks),177.184
Issues,Julia Michaels,Issues,176.346
iSpy (feat. Lil Yachty),KYLE,iSpy (feat. Lil Yachty),253.106
Bad Intentions,Niykee Heaton,The Bedroom Tour Playlist,245.722
White Crime,Lil Dicky,Professional Rapper,219.936
Tunnel Vision,Kodak Black,Painting Pictures,268.186
Mask Off,Future,FUTURE,204.6
Passionfruit,Drake,More Life,298.94
Paris,The Chainsmokers,Paris,221.52
XO TOUR Llif3,Lil Uzi Vert,XO TOUR Llif3,182.706
You Da Baddest (feat. Nicki Minaj),Future,HNDRXX,242.933
Strip That Down,Liam Payne,Strip That Down,204.502
Black & White,Juice WRLD,Goodbye & Good Riddance,186.945
Lean Wit Me,Juice WRLD,Goodbye & Good Riddance,175.755
Wasted (feat. Lil Uzi Vert),Juice WRLD,Goodbye & Good Riddance,258.475
Legends,Juice WRLD,Legends,191.84
All Girls Are The Same,Juice WRLD,Goodbye & Good Riddance,165.819
XO TOUR Llif3,Lil Uzi Vert,XO TOUR Llif3,182.706
iSpy (feat. Lil Yachty),KYLE,iSpy (feat. Lil Yachty),253.106
Tunnel Vision,Kodak Black,Painting Pictures,268.186
Strip That Down,Liam Payne,Strip That Down,204.502
Redbone,Childish Gambino,"""Awaken, My Love!""",326.933
"I'm the One (feat. Justin Bieber, Quavo, Chance the Rapper & Lil Wayne)",DJ Khaled,Grateful,288.876
Jocelyn Flores,XXXTENTACION,17,119.133
Look At Me!,XXXTENTACION,Look At Me!,126.345
The Way Life Goes (feat. Oh Wonder),Lil Uzi Vert,Luv Is Rage 2,221.746
1-800-273-8255,Logic,Everybody,250.173
Now Or Never,Halsey,hopeless fountain kingdom (Deluxe),214.801
Molly (feat. Brendon Urie of Panic at the Disco),Lil Dicky,Professional Rapper,244.339
White Crime,Lil Dicky,Professional Rapper,219.936
Text Ur Number (feat. DJ Sliink & Fetty Wap),DJ Envy,Text Ur Number (feat. DJ Sliink & Fetty Wap),242.135
Roll in Peace (feat. XXXTENTACION),Kodak Black,Project Baby 2: All Grown Up,213.132
Glorious (feat. Skylar Grey),Macklemore,Glorious (feat. Skylar Grey),220.454
You Da Baddest (feat. Nicki Minaj),Future,HNDRXX,242.933
rockstar,Post Malone,rockstar,218.32
Sorry Not Sorry,Demi Lovato,Sorry Not Sorry,203.76
Revenge,XXXTENTACION,17,120.026
Save Me,XXXTENTACION,17,163.201
Fuck Love (feat. Trippie Redd),XXXTENTACION,17,146.52
I Don't Wanna Do This Anymore,XXXTENTACION,Revenge,87.56
goosebumps,Travis Scott,Birds In The Trap Sing McKnight,243.836
Slippery (feat. Gucci Mane),Migos,Culture,304.041
I Fall Apart,Post Malone,Stoney (Deluxe),223.346
Drowning (feat. Kodak Black),A Boogie Wit da Hoodie,The Bigger Artist,209.269
Congratulations,Post Malone,Stoney (Deluxe),220.293
Swang,Rae Sremmurd,SremmLife 2 (Deluxe),208.12
Candy Paint,Post Malone,Candy Paint,229.573
Feels Great (feat. Fetty Wap & CVBZ),Cheat Codes,Feels Great (feat. Fetty Wap & CVBZ),193.568
Awful Things,Lil Peep,"Come Over When You're Sober, Pt. 1",214.426
Benz Truck (гелик),Lil Peep,"Come Over When You're Sober, Pt. 1",159.986
Go Flex,Post Malone,Stoney (Deluxe),179.613
Everybody Dies In Their Nightmares,XXXTENTACION,17,95.466
Havana (feat. Young Thug),Camila Cabello,Havana (feat. Young Thug),216.896
Bank Account,21 Savage,Issa Album,220.306
All Night,Big Boi,BOOMIVERSE,241.893
Psycho (feat. Ty Dolla $ign),Post Malone,Psycho (feat. Ty Dolla $ign),220.88
SAD!,XXXTENTACION,SAD!,166.568
changes,XXXTENTACION,?,121.886
Delicate,Taylor Swift,reputation,232.253
God's Plan,Drake,Scary Hours,198.96
Unforgettable,French Montana,Jungle Rules,233.901
Moonlight,XXXTENTACION,?,135.09
FRIENDS,Marshmello,FRIENDS,202.62
Better Now,Post Malone,beerbongs & bentleys,231.266
